genes	hgnc_synonyms	hgnc_genes	phenotype	phenotypeInheritance	geneMimNumber	phenotypeMimNumber	chromosome	comments
TAS2R16|T2R16	TAS2R16|TAS2R16	TAS2R16	Alcohol dependence	Multifactorial	604867	103780	7	NA
SLC13A1|NAS1	SLC13A1|SLC13A1	SLC13A1	NA	NA	606193	NA	7	NA
NDUFA5|UQOR13	NDUFA5|NDUFA5	NDUFA5	NA	NA	601677	NA	7	NA
LMOD2|CLMOD	LMOD2|NA	LMOD2	NA	NA	608006	NA	7	NA
WASL|NWASP	WASL|WASL	WASL	NA	NA	605056	NA	7	NA
HYAL4	HYAL4	HYAL4	NA	NA	604510	NA	7	NA
SPAM1	SPAM1	SPAM1	NA	NA	600930	NA	7	NA
GPR37	GPR37	GPR37	NA	NA	602583	NA	7	NA
POT1|CMM10|GLM9	POT1|NA|NA	POT1	Melanoma, cutaneous malignant, susceptibility to, 10	Autosomal dominant	606478	615848	7	NA
POT1|CMM10|GLM9	POT1|NA|NA	POT1	Glioma susceptibility 9	Autosomal dominant	606478	616568	7	NA
GRM8	GRM8	GRM8	NA	NA	601116	NA	7	NA
BCC6	NA	NA	Basal cell carcinoma, susceptibility to, 6	None	613063	613063	7	associated with rs157935
CATR1	CATR1	CATR1	NA	NA	600676	NA	7	NA
PBC4	NA	NA	Biliary cirrhosis, primary, 4	None	614220	614220	7	associated with rs10488631
PPR3	PVRL3	PVRL3	Photoparoxysmal response 3	None	609573	609573	7	max lod at D7S1804
SCA32	SCA32	SCA32	Spinocerebellar ataxia 32	None	613909	613909	7	between rs3847110 and rs2241728
GCC1|GCC88	GCC1|GCC1	GCC1	NA	NA	607418	NA	7	NA
ARF5	ARF5	ARF5	NA	NA	103188	NA	7	NA
FSCN3	FSCN3	FSCN3	NA	NA	615800	NA	7	NA
PAX4|MODY9|KPD	PAX4|PAX4|NA	PAX4	Diabetes mellitus, ketosis-prone, susceptibility to	Autosomal dominant	167413	612227	7	NA
PAX4|MODY9|KPD	PAX4|PAX4|NA	PAX4	Maturity-onset diabetes of the young, type IX	None	167413	612225	7	NA
PAX4|MODY9|KPD	PAX4|PAX4|NA	PAX4	Diabetes mellitus, type 2	Autosomal dominant	167413	125853	7	NA
P100|SND1	NA|SND1	SND1	NA	NA	602181	NA	7	NA
LRRC4	LRRC4	LRRC4	NA	NA	610486	NA	7	NA
LEP|OB|LEPD	LEP|CDH11,LEP|NA	LEP,CDH11	Obesity, morbid, due to leptin deficiency	Autosomal recessive	164160	614962	7	in mouse cen-Cola-2-Met-ob-Cpa-Tcrb-tel
RBM28|ANES	RBM28|NA	RBM28	?Alopecia, neurologic defects, and endocrinopathy syndrome	Autosomal recessive	612074	612079	7	mutation identified in 1 ANES family
IMPDH1|RP10|LCA11	IMPDH1|IMPDH1|IMPDH1	IMPDH1	Leber congenital amaurosis 11	None	146690	613837	7	pseudogene on 16p13.13
IMPDH1|RP10|LCA11	IMPDH1|IMPDH1|IMPDH1	IMPDH1	Retinitis pigmentosa 10	Autosomal dominant	146690	180105	7	pseudogene on 16p13.13
CALU	CALU	CALU	NA	NA	603420	NA	7	NA
OPN1SW|BCP|CBT	OPN1SW|OPN1SW|OPN1SW	OPN1SW	Colorblindness, tritan	Autosomal dominant	613522	190900	7	NA
CCDC136|NAG6|KIAA1793	CCDC136|CCDC136|CCDC136	CCDC136	NA	NA	611902	NA	7	NA
FLNC|FLN2|ABPA|ABPL|MFM5|MPD4	FLNC|FLNC|NA|FLNC|NA|NA	FLNC	Myopathy, myofibrillar, 5	Autosomal dominant	102565	609524	7	NA
FLNC|FLN2|ABPA|ABPL|MFM5|MPD4	FLNC|FLNC|NA|FLNC|NA|NA	FLNC	Myopathy, distal, 4	Autosomal dominant	102565	614065	7	NA
KCP	KCP	KCP	NA	NA	609344	NA	7	NA
IRF5|IBD14|SLEB10	IRF5|NA|NA	IRF5	Systemic lupus erythematosus, susceptibility to, 10	None	607218	612251	7	NA
IRF5|IBD14|SLEB10	IRF5|NA|NA	IRF5	Inflammatory bowel disease 14	None	607218	612245	7	NA
TNPO3|TRNSR|LGMD1F	TNPO3|NA|TNPO3	TNPO3	Muscular dystrophy, limb-girdle, type 1F	Autosomal dominant	610032	608423	7	NA
TSPAN33|PEN	TSPAN33|KIAA0020	TSPAN33,KIAA0020	NA	NA	610120	NA	7	NA
SMOH|SMO	SMO|SMO,SMOX	SMO,SMOX	Basal cell carcinoma, somatic	None	601500	NA	7	NA
AHCYL2	AHCYL2	AHCYL2	NA	NA	616520	NA	7	NA
HYSP3	NA	NA	Hypospadias 3, autosomal	Autosomal dominant; Multifactorial	146450	146450	7	between D7S2519 and D7S2442.
NRF1	NFE2L1,NRF1	NFE2L1,NRF1	NA	NA	600879	NA	7	earlier location = 7q31
MIR182|MIRN182	MIR182|MIR182	MIR182	NA	NA	611607	NA	7	NA
MIR96|MIRN96|DFNA50	MIR96|MIR96|MIR96	MIR96	Deafness, autosomal dominant 50	Autosomal dominant	611606	613074	7	NA
MIR183|MIRN183	MIR183|MIR183	MIR183	NA	NA	611608	NA	7	NA
UBE2H|UBCH2|UBC8	UBE2H|NA|UBE2H	UBE2H	NA	NA	601082	NA	7	NA
KLHDC10|SLIM	KLHDC10|NA	KLHDC10	NA	NA	615152	NA	7	NA
CPA2	CPA2	CPA2	NA	NA	600688	NA	7	NA
CPA4|CPA3	CPA4|CPA3,CPA4	CPA3,CPA4	NA	NA	607635	NA	7	NA
CPA1	CPA1	CPA1	NA	NA	114850	NA	7	both CPA and TRY1 = serine proteases
CEP41|TSGA14|JBTS15	CEP41|CEP41|CEP41	CEP41	Joubert syndrome 15	Autosomal recessive	610523	614464	7	NA
MEST|PEG1	MEST|MEST	MEST	NA	NA	601029	NA	7	imprinted maternally
COPG2	COPG2	COPG2	NA	NA	604355	NA	7	NA
COPG2IT1|CIT1	COPG2IT1|COPG2IT1	COPG2IT1	NA	NA	610581	NA	7	NA
LKF14|BTEB5	NA|KLF14	KLF14	NA	NA	609393	NA	7	NA
BMIQ1	BMIQ1	BMIQ1	Body mass index QTL1	None	606641	606641	7	max lod at D7S1804
MIR29A|MIRN29A	MIR29A|MIR29A	MIR29A	NA	NA	610782	NA	7	NA
MIR29B1|MIRN29B1	MIR29B1|MIR29B1	MIR29B1	NA	NA	610783	NA	7	NA
MKLN1	MKLN1	MKLN1	NA	NA	605623	NA	7	NA
PODXL|PCLP	PODXL|PODXL	PODXL	NA	NA	602632	NA	7	NA
PLXNA4	PLXNA4	PLXNA4	NA	NA	604280	NA	7	NA
CHCHD3	CHCHD3	CHCHD3	NA	NA	613748	NA	7	NA
CHDM	NA	NA	Chordoma, susceptibility to	Autosomal dominant	215400	215400	7	associated with duplication of the T gene
EXOC4|SEC8|KIAA1699	EXOC4|EXOC4|EXOC4	EXOC4	NA	NA	608185	NA	7	NA
LRGUK	LRGUK	LRGUK	NA	NA	616478	NA	7	NA
SLC35B4	SLC35B4	SLC35B4	NA	NA	610923	NA	7	NA
AKR1B1|ALDR1	AKR1B1|AKR1B1	AKR1B1	NA	NA	103880	NA	7	NA
AKR1B10|ARL1	AKR1B10|AKR1B10,ARL1	ARL1,AKR1B10	NA	NA	604707	NA	7	NA
AKR1B15|AKR1B10L|AKR1R1B7	AKR1B15|NA|NA	AKR1B15	NA	NA	616336	NA	7	NA
BPGM	BPGM	BPGM	Erythrocytosis due to bisphosphoglycerate mutase deficiency	Autosomal recessive	613896	222800	7	NA
CALD1|CDM	CALD1|BCAP31,CALD1	BCAP31,CALD1	NA	NA	114213	NA	7	NA
STRA8	STRA8	STRA8	NA	NA	609987	NA	7	NA
CNOT4|NOT4	CNOT4|CNOT4	CNOT4	NA	NA	604911	NA	7	NA
NUP205|C7orf14|KIAA0225	NUP205|NUP205|NUP205	NUP205	NA	NA	614352	NA	7	NA
SLC13A4|SUT1	SLC13A4|SLC13A4	SLC13A4	NA	NA	604309	NA	7	NA
LUZP6|MPD6	LUZP6|LUZP6	LUZP6	NA	NA	611050	NA	7	NA
MTPN	MTPN	MTPN	NA	NA	606484	NA	7	NA
CHRM2	CHRM2	CHRM2	NA	NA	118493	NA	7	NA
PTN|NEGF1	PTN|PTN	PTN	NA	NA	162095	NA	7	NA
DGKI	DGKI	DGKI	NA	NA	604072	NA	7	NA
CREB3L2|BBF2H7	CREB3L2|CREB3L2	CREB3L2	NA	NA	608834	NA	7	NA
AKR1D1|SRD5B1|CBAS2	AKR1D1|AKR1D1|NA	AKR1D1	Bile acid synthesis defect, congenital, 2	Autosomal recessive	604741	235555	7	NA
TRIM24|TIF1|TIF1A|PTC6	TRIM24|TRIM24|TRIM24|NA	TRIM24	NA	NA	603406	NA	7	fused with RET to form PTC6
DFNB13	DFNB13	DFNB13	Deafness, autosomal recessive 13	None	603098	603098	7	NA
DHMN1	NA	NA	Neuronopathy, distal hereditary motor, type I	Autosomal dominant	182960	182960	7	between D7S2513 and D7S637
OTSC2	OTSC2	OTSC2	Otosclerosis 2	None	605727	605727	7	NA
TRBJ@	NA	NA	NA	NA	615449	NA	7	NA
TRBV@	NA	NA	NA	NA	615446	NA	7	NA
SVOPL	SVOPL	SVOPL	NA	NA	611700	NA	7	NA
ATP6V0A4|ATP6N1B|VPP2|RTA1C|RTADR	ATP6V0A4|ATP6V0A4|ATP6V1A,ATP6V0A4|ATP6V0A4|ATP6V0A4	ATP6V0A4,ATP6V1A	Renal tubular acidosis, distal, autosomal recessive	None	605239	602722	7	NA
KIAA1549	KIAA1549	KIAA1549	NA	NA	613344	NA	7	NA
ZC3HAV1|ZAP|FLJ13288|FLB6421	ZC3HAV1|YLPM1,ZC3HAV1|ZC3HAV1|ZC3HAV1	YLPM1,ZC3HAV1	NA	NA	607312	NA	7	NA
UBN2	UBN2	UBN2	NA	NA	613841	NA	7	NA
LUC7L2	LUC7L2	LUC7L2	NA	NA	613056	NA	7	NA
HIPK2	HIPK2	HIPK2	NA	NA	606868	NA	7	NA
TBXAS1|GHOSAL|CYP5|BDPLT14	TBXAS1|NA|TBXAS1|NA	TBXAS1	Ghosal hematodiaphyseal syndrome	Autosomal recessive	274180	231095	7	NA
TBXAS1|GHOSAL|CYP5|BDPLT14	TBXAS1|NA|TBXAS1|NA	TBXAS1	?Thromboxane synthase deficiency	Autosomal dominant	274180	614158	7	NA
PARP12|ZC3HDC1|FLJ22693	PARP12|PARP12|PARP12	PARP12	NA	NA	612481	NA	7	NA
BRAF|NS7	BRAF|NA	BRAF	Colorectal cancer, somatic	None	164757	NA	7	pseudogene BRAF2 on Xq13 or 7q
BRAF|NS7	BRAF|NA	BRAF	Cardiofaciocutaneous syndrome	Autosomal dominant	164757	115150	7	pseudogene BRAF2 on Xq13 or 7q
BRAF|NS7	BRAF|NA	BRAF	Noonan syndrome 7	None	164757	613706	7	pseudogene BRAF2 on Xq13 or 7q
BRAF|NS7	BRAF|NA	BRAF	Adenocarcinoma of lung, somatic	None	164757	211980	7	pseudogene BRAF2 on Xq13 or 7q
BRAF|NS7	BRAF|NA	BRAF	Nonsmall cell lung cancer, somatic	None	164757	NA	7	pseudogene BRAF2 on Xq13 or 7q
BRAF|NS7	BRAF|NA	BRAF	Melanoma, malignant, somatic	None	164757	NA	7	pseudogene BRAF2 on Xq13 or 7q
BRAF|NS7	BRAF|NA	BRAF	LEOPARD syndrome 3	Autosomal dominant	164757	613707	7	pseudogene BRAF2 on Xq13 or 7q
MRPS33	MRPS33	MRPS33	NA	NA	611993	NA	7	4 pseudogenes
AGK|MULK|MTDPS10|CATC5|CTRCT38	AGK|AGK|NA|NA|NA	AGK	Sengers syndrome	Autosomal recessive	610345	212350	7	NA
AGK|MULK|MTDPS10|CATC5|CTRCT38	AGK|AGK|NA|NA|NA	AGK	Cataract 38, autosomal recessive	Autosomal recessive	610345	614691	7	NA
WEE2|WEE1B	WEE2|NA	WEE2	NA	NA	614084	NA	7	NA
SSBP1|SSBP	SSBP1|SSBP1	SSBP1	NA	NA	600439	NA	7	NA
TAS2R3|T2R3	TAS2R3|TAS2R3	TAS2R3	NA	NA	604868	NA	7	NA
TAS2R4|T2R4	TAS2R4|TAS2R4	TAS2R4	NA	NA	604869	NA	7	NA
TAS2R5|T2R5	TAS2R5|TAS2R5	TAS2R5	NA	NA	605062	NA	7	NA
CLEC5A|CLECSF5|MDL1	CLEC5A|CLEC5A|NA	CLEC5A	NA	NA	604987	NA	7	NA
TAS2R38|T2R61|PTC	TAS2R38|TAS2R38|CCDC6,RET,TAS2R38	CCDC6,RET,TAS2R38	Phenylthiocarbamide tasting	Autosomal dominant	607751	171200	7	NA
MGAM|MGA	MGAM|MGA,MGAM	MGAM,MGA	NA	NA	154360	NA	7	similar to EST GS1365
PRSS1|TRY1	PRSS1|PRSS1	PRSS1	Trypsinogen deficiency	Autosomal recessive	276000	614044	7	8 trypsinogen genes embedded in TCRB locus
PRSS1|TRY1	PRSS1|PRSS1	PRSS1	Pancreatitis, hereditary	Autosomal dominant	276000	167800	7	8 trypsinogen genes embedded in TCRB locus
PRSS2|TRY2	PRSS2|PRSS2	PRSS2	Pancreatitis, chronic, protection against	Autosomal dominant	601564	167800	7	NA
TRBD1	TRBD1	TRBD1	NA	NA	615447	NA	7	NA
TRBC1	TRBC1	TRBC1	NA	NA	186930	NA	7	NA
TRBD2	TRBD2	TRBD2	NA	NA	615448	NA	7	NA
TRBC2	TRBC2	TRBC2	NA	NA	615445	NA	7	NA
EPHB6|HEP	EPHB6|DNLZ,EPHB6	DNLZ,EPHB6	NA	NA	602757	NA	7	NA
TRPV6|ECAC2|CAT1|CATL	TRPV6|TRPV6|CRAT|NA	CRAT,TRPV6	NA	NA	606680	NA	7	NA
TRPV5|ECAC1|CAT2	TRPV5|TRPV5|NA	TRPV5	NA	NA	606679	NA	7	NA
KEL	KEL	KEL	Blood group, Kell	None	613883	110900	7	NA
PIP	PIP	PIP	NA	NA	176720	NA	7	NA
TAS2R40|T2R40	TAS2R40|NA	TAS2R40	NA	NA	613964	NA	7	NA
GSTK1	GSTK1	GSTK1	NA	NA	602321	NA	7	NA
TMEM139	TMEM139	TMEM139	NA	NA	616524	NA	7	NA
CASP2|NEDD2|ICH1	CASP2|CASP2|CASP2	CASP2	NA	NA	600639	NA	7	NA
CLCN1	CLCN1	CLCN1	Myotonia levior, recessive	None	118425	NA	7	NA
CLCN1	CLCN1	CLCN1	Myotonia congenita, recessive	Autosomal recessive	118425	255700	7	NA
CLCN1	CLCN1	CLCN1	Myotonia congenita, dominant	Autosomal dominant	118425	160800	7	NA
ZYX	ZYX	ZYX	NA	NA	602002	NA	7	NA
EPHA1|EPHT1	EPHA1|EPHA1	EPHA1	NA	NA	179610	NA	7	NA
D7S437|MS3315	NA|NA	NA	NA	NA	157570	NA	7	NA
GPDS1|PDS1	GPDS1|NA	GPDS1	Pigment dispersion syndrome	Autosomal dominant	600510	600510	7	NA
SLI4	NA	NA	Specific language impairment 4	None	612514	612514	7	NA
TAS2R60|T2R60	TAS2R60|TAS2R60	TAS2R60	NA	NA	613968	NA	7	NA
TAS2R41|T2R59	TAS2R41|TAS2R41	TAS2R41	NA	NA	613965	NA	7	NA
TCAF2|FAM115C|FAM139A	TCAF2|TCAF2|TCAF2	TCAF2	NA	NA	616252	NA	7	NA
TCAF1|FAM115A|KIAA0738	TCAF1|TCAF1|TCAF1	TCAF1	NA	NA	616251	NA	7	NA
OR2F1|OLF3	OR2F1|OR2F1	OR2F1	NA	NA	608497	NA	7	NA
ARHGEF5|TIM	ARHGEF5|ARHGEF5,TIMELESS	ARHGEF5,TIMELESS	NA	NA	600888	NA	7	NA
NOBOX|POF5	NOBOX|NA	NOBOX	Premature ovarian failure 5	Autosomal dominant	610934	611548	7	NA
TPK1|THMD5	TPK1|NA	TPK1	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type)	Autosomal recessive	606370	614458	7	NA
CNTNAP2|CASPR2|NRXN4|CDFE|AUTS15|PTHSL1	CNTNAP2|NA|CNTNAP1,CNTNAP2|NA|NA|NA	CNTNAP1,CNTNAP2	Autism susceptibility 15	None	604569	612100	7	NA
CNTNAP2|CASPR2|NRXN4|CDFE|AUTS15|PTHSL1	CNTNAP2|NA|CNTNAP1,CNTNAP2|NA|NA|NA	CNTNAP1,CNTNAP2	Pitt-Hopkins like syndrome 1	None	604569	610042	7	NA
CNTNAP2|CASPR2|NRXN4|CDFE|AUTS15|PTHSL1	CNTNAP2|NA|CNTNAP1,CNTNAP2|NA|NA|NA	CNTNAP1,CNTNAP2	Cortical dysplasia-focal epilepsy syndrome	None	604569	610042	7	NA
ACRPS	NA	NA	Acropectoral syndrome	Autosomal dominant	605967	605967	7	NA
AD10	NA	NA	Alzheimer disease-10	Autosomal dominant	609636	104300	7	max lod with D7S798
AUTS10	NA	NA	Autism, susceptibility to, 10	None	611016	611016	7	max lod at D7S483
CUL1	CUL1	CUL1	NA	NA	603134	NA	7	NA
EZH2|EZH1|WVS	EZH2|EZH1,EZH2|NA	EZH1,EZH2	Weaver syndrome	Autosomal dominant	601573	277590	7	pseudogene on 21q22
RNY5|Y5	RNY5|NA	RNY5	NA	NA	601824	NA	7	NA
RNY4|Y4	RNY4|NPY4R	RNY4,NPY4R	NA	NA	601823	NA	7	NA
RNY3|Y3	RNY3|NA	RNY3	NA	NA	601822	NA	7	NA
RNY1|Y1	RNY1|NA	RNY1	NA	NA	601821	NA	7	NA
ZNF282|HUB1	ZNF282|ZNF282	ZNF282	NA	NA	603397	NA	7	NA
ZNF212|ZNFC150|ZNF182	ZNF212|NA|ZNF182	ZNF182,ZNF212	NA	NA	602386	NA	7	NA
ZNF746|PARIS	ZNF746|ZNF746	ZNF746	NA	NA	613914	NA	7	NA
ZNF467|EZI|ZFP467	ZNF467|ZNF467|NA	ZNF467	NA	NA	614040	NA	7	NA
ATP6V0E2	ATP6V0E2	ATP6V0E2	NA	NA	611019	NA	7	NA
LOC100134040	NA	NA	NA	NA	615171	NA	7	NA
ZBED6CL|C7orf29	ZBED6CL|ZBED6CL	ZBED6CL	NA	NA	615252	NA	7	NA
RARRES2|TIG2	RARRES2|RARRES2	RARRES2	NA	NA	601973	NA	7	NA
GIMAP4|IMAP4|IAN1	GIMAP4|GIMAP4|GIMAP4	GIMAP4	NA	NA	608087	NA	7	NA
GIMAP2|IMAP2	GIMAP2|GIMAP2	GIMAP2	NA	NA	608085	NA	7	NA
GIMAP1|IMAP1	GIMAP1|GIMAP1	GIMAP1	NA	NA	608084	NA	7	NA
GIMAP5|IAN4L1|IMAP3	GIMAP5|GIMAP5|NA	GIMAP5	NA	NA	608086	NA	7	NA
LR8	TMEM176B	TMEM176B	NA	NA	610385	NA	7	NA
TEM176A|HCA112|GS188	NA|TMEM176A|NA	TMEM176A	NA	NA	610334	NA	7	NA
ABP1	AOC1	AOC1	NA	NA	104610	NA	7	NA
KCNH2|LQT2|HERG|SQT1	KCNH2|KCNH2|KCNH2|NA	KCNH2	Long QT syndrome 2	Autosomal dominant	152427	613688	7	NA
KCNH2|LQT2|HERG|SQT1	KCNH2|KCNH2|KCNH2|NA	KCNH2	Long QT syndrome 2, acquired, susceptibility to	Autosomal dominant	152427	613688	7	NA
KCNH2|LQT2|HERG|SQT1	KCNH2|KCNH2|KCNH2|NA	KCNH2	Short QT syndrome 1	None	152427	609620	7	NA
NOS3	NANOS3,NOS3	NANOS3,NOS3	Hypertension, susceptibility to	Multifactorial	163729	145500	7	NA
NOS3	NANOS3,NOS3	NANOS3,NOS3	Hypertension, pregnancy-induced	Autosomal dominant	163729	189800	7	NA
NOS3	NANOS3,NOS3	NANOS3,NOS3	Coronary artery spasm 1, susceptibility to	None	163729	NA	7	NA
NOS3	NANOS3,NOS3	NANOS3,NOS3	Alzheimer disease, late-onset, susceptibility to	Autosomal dominant	163729	104300	7	NA
NOS3	NANOS3,NOS3	NANOS3,NOS3	Placental abruption	None	163729	NA	7	NA
NOS3	NANOS3,NOS3	NANOS3,NOS3	Ischemic stroke, susceptibility to	Multifactorial	163729	601367	7	NA
ATG9B|NOS3AS|APG9L2|SONE	ATG9B|ATG9B|ATG9B|ATG9B	ATG9B	NA	NA	612205	NA	7	NA
ABCB8|MABC1	ABCB8|ABCB8	ABCB8	NA	NA	605464	NA	7	NA
ACCN3|ASIC3|TNAC1|DRASIC	ASIC3|ASIC3|NA|ASIC3	ASIC3	NA	NA	611741	NA	7	NA
CDK5|LIS7	CDK5|NA	CDK5	?Lissencephaly 7 with cerebellar hypoplasia	Autosomal recessive	123831	616342	7	mutation identified in 1 LIS7 family
SLC4A2|AE2|EPB3L1	SLC4A2|NBPF3,SLC4A2|SLC4A2	NBPF3,SLC4A2	NA	NA	109280	NA	7	NA
FASTK|FAST	FASTK|FASTK	FASTK	NA	NA	606965	NA	7	NA
TMUB1|DULP|SB144|C7orf21	TMUB1|NA|TMUB1|TMUB1	TMUB1	NA	NA	614792	NA	7	NA
AGAP3|CENTG3|CRAG	AGAP3|AGAP3|NA	AGAP3	NA	NA	616813	NA	7	NA
GBX1	GBX1	GBX1	NA	NA	603354	NA	7	NA
ASB10|GLC1F	ASB10|ASB10	ASB10	Glaucoma 1, open angle, F	None	615054	603383	7	NA
ABCF2|HUSSY18	ABCF2|NA	ABCF2	NA	NA	612510	NA	7	NA
CHPF2|KIAA1402|CSGlcAT	CHPF2|CHPF2|NA	CHPF2	NA	NA	608037	NA	7	NA
MIR671	MIR671	MIR671	NA	NA	615245	NA	7	NA
SMARCD3|BAF60C	SMARCD3|SMARCD3	SMARCD3	NA	NA	601737	NA	7	NA
NUB1	NUB1	NUB1	NA	NA	607981	NA	7	NA
RHEB|RHEB2	RHEB,RHEBP1|RHEB	RHEBP1,RHEB	NA	NA	601293	NA	7	NA
PRKAG2|WPWS|CMH6	PRKAG2|PRKAG2|PRKAG2	PRKAG2	Glycogen storage disease of heart, lethal congenital	Autosomal dominant	602743	261740	7	NA
PRKAG2|WPWS|CMH6	PRKAG2|PRKAG2|PRKAG2	PRKAG2	Cardiomyopathy, hypertrophic 6	Autosomal dominant	602743	600858	7	NA
PRKAG2|WPWS|CMH6	PRKAG2|PRKAG2|PRKAG2	PRKAG2	Wolff-Parkinson-White syndrome	?Autosomal dominant	602743	194200	7	NA
GALNTL5|GALNACT19	GALNTL5|NA	GALNTL5	NA	NA	615133	NA	7	NA
GALNT11|GALNACT11	GALNT11|NA	GALNT11	NA	NA	615130	NA	7	NA
KMT2C|MLL3|KIAA1506	KMT2C|KMT2C|KMT2C	KMT2C	NA	NA	606833	NA	7	NA
XRCC2	XRCC2	XRCC2	NA	NA	600375	NA	7	NA
DPP6|VF2|MRD33	DPP6|NA|NA	DPP6	Ventricular fibrillation, paroxysmal familial, 2	Autosomal dominant	126141	612956	7	NA
DPP6|VF2|MRD33	DPP6|NA|NA	DPP6	Mental retardation, autosomal dominant 33	None	126141	616311	7	NA
PACIP1|PAXIP1L|PTIP	NA|PAXIP1|PAXIP1	PAXIP1	Alzheimer disease, susceptibility to	Autosomal dominant	608254	104300	7	NA
HTR5A	HTR5A	HTR5A	NA	NA	601305	NA	7	NA
SCZD16|C16DUPq36.3|DUP7q36.3	NA|NA|NA	NA	Schizophrenia 16	None	613959	613959	7	362kb duplication that includes VIPR2
INSIG1	INSIG1	INSIG1	NA	NA	602055	NA	7	NA
BLACE	BLACE	BLACE	NA	NA	608450	NA	7	NA
EN2	EN2	EN2	NA	NA	131310	NA	7	NA
CNPY1	CNPY1	CNPY1	NA	NA	612493	NA	7	NA
SHH|HPE3|HLP3|SMMCI|MCOPCB5	SHH|SHH|SHH,VSNL1|SHH|SHH	SHH,VSNL1	Single median maxillary central incisor	Autosomal dominant	600725	147250	7	separate from TPT1
SHH|HPE3|HLP3|SMMCI|MCOPCB5	SHH|SHH|SHH,VSNL1|SHH|SHH	SHH,VSNL1	Schizencephaly	None	600725	269160	7	separate from TPT1
SHH|HPE3|HLP3|SMMCI|MCOPCB5	SHH|SHH|SHH,VSNL1|SHH|SHH	SHH,VSNL1	Microphthalmia with coloboma 5	Autosomal dominant	600725	611638	7	separate from TPT1
SHH|HPE3|HLP3|SMMCI|MCOPCB5	SHH|SHH|SHH,VSNL1|SHH|SHH	SHH,VSNL1	Holoprosencephaly-3	Autosomal dominant	600725	142945	7	separate from TPT1
C7orf13	LINC01006	LINC01006	NA	NA	610242	NA	7	overlaps RNF32 on the opposite strand
RNF32	RNF32	RNF32	NA	NA	610241	NA	7	NA
LMBR1|ACHP|C7orf2|PPD2|THYP|LSS	LMBR1|LMBR1|LMBR1|NA|NA|LSS	LSS,LMBR1	Polydactyly, preaxial type II	Autosomal dominant	605522	174500	7	NA
LMBR1|ACHP|C7orf2|PPD2|THYP|LSS	LMBR1|LMBR1|LMBR1|NA|NA|LSS	LSS,LMBR1	Laurin-Sandrow syndrome	Autosomal dominant	605522	135750	7	NA
LMBR1|ACHP|C7orf2|PPD2|THYP|LSS	LMBR1|LMBR1|LMBR1|NA|NA|LSS	LSS,LMBR1	Hypoplastic or aplastic tibia with polydactyly	Autosomal dominant	605522	188740	7	NA
LMBR1|ACHP|C7orf2|PPD2|THYP|LSS	LMBR1|LMBR1|LMBR1|NA|NA|LSS	LSS,LMBR1	Triphalangeal thumb-polysyndactyly syndrome	Autosomal dominant	605522	174500	7	NA
LMBR1|ACHP|C7orf2|PPD2|THYP|LSS	LMBR1|LMBR1|LMBR1|NA|NA|LSS	LSS,LMBR1	Acheiropody	Autosomal recessive	605522	200500	7	NA
LMBR1|ACHP|C7orf2|PPD2|THYP|LSS	LMBR1|LMBR1|LMBR1|NA|NA|LSS	LSS,LMBR1	Triphalangeal thumb, type I	Autosomal dominant	605522	174500	7	NA
LMBR1|ACHP|C7orf2|PPD2|THYP|LSS	LMBR1|LMBR1|LMBR1|NA|NA|LSS	LSS,LMBR1	Syndactyly, type IV	Autosomal dominant	605522	186200	7	NA
NOM1|C7orf3	NOM1|NOM1	NOM1	NA	NA	611269	NA	7	NA
MNX1|HLXB9|HOXHB9|SCRA1	MNX1|MNX1|MNX1|MNX1	MNX1	Currarino syndrome	Autosomal dominant	142994	176450	7	NA
UBE3C|HECTH2|KIAA0010|KIAA10	UBE3C|NA|UBE3C|UBE3C	UBE3C	NA	NA	614454	NA	7	NA
DNAJB6|MRJ|DJ4|LGMD1E	DNAJB6|DNAJB6|NA|CMD1F	CMD1F,DNAJB6	Muscular dystrophy, limb-girdle, type 1E	Autosomal dominant	611332	603511	7	previously assigned to 11q25
PTPRN2|IAR|ICAAR	PTPRN2|NA|PTPRN2	PTPRN2	NA	NA	601698	NA	7	NA
NCAPG2|CAPG2|MTB	NCAPG2|NA|NCAPG2,MT1JP	NCAPG2,MT1JP	NA	NA	608532	NA	7	NA
ESYT2|FAM62B	ESYT2|ESYT2	ESYT2	NA	NA	616691	NA	7	NA
WDR60|SRTD8|SRPS6	WDR60|NA|NA	WDR60	Short-rib thoracic dysplasia 8 with or without polydactyly	Autosomal recessive	615462	615503	7	NA
VIPR2	VIPR2	VIPR2	NA	NA	601970	NA	7	NA
AIS2|VAMAS3	AIS2|NA	AIS2	Autoimmune disease, susceptibility to, 2	None	608391	608391	7	NA
NHCP2	NA	NA	NA	NA	118880	NA	7	NA
DBA2	NA	NA	Diamond-Blackfan anemia 2	None	606129	606129	8	NA
GEFSP6	NA	NA	Epilepsy, generalized, with febrile seizures plus, type 6	None	612279	612279	8	between D8S1706 and D8S549
KWE	KWE	KWE	Keratolytic winter erythema	Autosomal dominant	148370	148370	8	NA
MYP10	MYP10	MYP10	Myopia 10	Multifactorial	609259	609259	8	NA
TDH	TDH	TDH	NA	NA	615174	NA	8	NA
WS2C	NA	NA	Waardenburg syndrome, type 2C	None	606662	606662	8	NA
