phenotype	phenotypeInheritance	phenotypeMimNumber	chromosome	gene	geneMimNumber	comments
NA	NA	NA	11	GLYATL1	614761	NA
Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis	Autosomal dominant	615704	11	FAM111B,POIKTMP	615584	NA
Kenny-Caffey syndrome, type 2	Autosomal dominant	127000	11	FAM111A,KIAA1895,KCS2,GCLEB	615292	NA
Gracile bone dysplasia	Autosomal dominant	602361	11	FAM111A,KIAA1895,KCS2,GCLEB	615292	NA
NA	NA	NA	11	DTX4,RNF155,KIAA0937	616110	NA
NA	NA	NA	11	MPEG1,MPG1	610390	NA
NA	NA	NA	11	OR5AN1	615702	NA
NA	NA	NA	11	OSBP	167040	NA
NA	NA	NA	11	PATL1,PAT1B	614660	NA
NA	NA	NA	11	STX3,STX3A	600876	NA
NA	NA	NA	11	MRPL16	611829	NA
Intrinsic factor deficiency	Autosomal recessive	261000	11	GIF,IF	609342	NA
NA	NA	NA	11	TCN1,TC1	189905	NA
NA	NA	NA	11	MS4A3,HTM4,CD20L	606498	NA
Atopy, susceptibility to	Autosomal dominant	147050	11	MS4A2,FCER1B	147138	NA
NA	NA	NA	11	MS4A6A,MS4A6	606548	NA
NA	NA	NA	11	MS4A4E	608401	NA
NA	NA	NA	11	MS4A4A,MS4A4	606547	NA
NA	NA	NA	11	MS4A6E	608402	NA
NA	NA	NA	11	MS4A7,CFFM4	606502	NA
NA	NA	NA	11	MS4A5,TETM4,CD20L2	606499	NA
Immunodeficiency, common variable, 5	Autosomal recessive	613495	11	MS4A1,CD20,CVID5	112210	NA
NA	NA	NA	11	MS4A12	606550	NA
NA	NA	NA	11	MS4A8B	606549	NA
NA	NA	NA	11	MS4A10	608403	NA
NA	NA	NA	11	CCDC86,CYCLON	611293	NA
NA	NA	NA	11	PTGDR2,GPR44	604837	NA
Oocyte maturation defect	Autosomal recessive	615774	11	ZP1,OOMD	195000	NA
NA	NA	NA	11	PRPF19,PRP19,PSO4,NMP200	608330	NA
NA	NA	NA	11	SLC15A3,PHT2	610408	NA
NA	NA	NA	11	CD6,TP120	186720	NA
NA	NA	NA	11	CD5,LEU1	153340	NA
NA	NA	NA	11	VPS37C	610038	NA
NA	NA	NA	11	PGA4	169720	NA
NA	NA	NA	11	PGA5	169730	pter-5'HRAS--5'INS--cen
NA	NA	NA	11	VWC1,URG11	611115	NA
NA	NA	NA	11	DDB1	600045	NA
NA	NA	NA	11	DAK	615844	NA
Joubert syndrome 16	Autosomal recessive	614465	11	TMEM138,JBTS16	614459	NA
Meckel syndrome 2	Autosomal recessive	603194	11	TMEM216,JBTS2,CORS2,MKS2	613277	NA
Joubert syndrome 2	Autosomal recessive	608091	11	TMEM216,JBTS2,CORS2,MKS2	613277	NA
Paragangliomas 2	Autosomal dominant	601650	11	SDHAF2,SDH5,PGL2	613019	NA
NA	NA	NA	11	SYT7	604146	NA
NA	NA	NA	11	DAGLA,KIAA0659	614015	NA
NA	NA	NA	11	C11orf9,KIAA0954	608329	NA
NA	NA	NA	11	FEN1	600393	NA
NA	NA	NA	11	FADS1	606148	NA
NA	NA	NA	11	FADS2	606149	NA
NA	NA	NA	11	FADS3	606150	NA
Macular dystrophy, vitelliform, 2	Autosomal dominant	153700	11	BEST1,VMD2,ARB,RP50	607854	NA
Bestrophinopathy, autosomal recessive	None	611809	11	BEST1,VMD2,ARB,RP50	607854	NA
Vitreoretinochoroidopathy	Autosomal dominant	193220	11	BEST1,VMD2,ARB,RP50	607854	NA
Retinitis pigmentosa-50	None	613194	11	BEST1,VMD2,ARB,RP50	607854	NA
Retinitis pigmentosa, concentric	None	613194	11	BEST1,VMD2,ARB,RP50	607854	NA
Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma	Autosomal dominant	193220	11	BEST1,VMD2,ARB,RP50	607854	NA
?Hemochromatosis, type 5	Autosomal dominant	615517	11	FTH1,FTHL6,HFE5	134770	mutation identified in 1 family
NA	NA	NA	11	INCENP	604411	NA
NA	NA	NA	11	SCGB1D1,LPNA	615060	previously mapped to 15q12-q13
NA	NA	NA	11	SCGB2A1,MGB2,LPNC	604398	NA
NA	NA	NA	11	SCGB1D2,LPNB	615061	previously mapped to 10q23
NA	NA	NA	11	MGB1,SCGB2A2	605562	NA
NA	NA	NA	11	SCGB1D4,IIS	615062	NA
NA	NA	NA	11	SCGB1A1,UGB,CC10,CCSP,SCGB1A1	192020	NA
NA	NA	NA	11	AHNAK	103390	NA
NA	NA	NA	11	EEF1G,EF1G	130593	NA
NA	NA	NA	11	MTA2,MTA1L1	603947	NA
Retinitis pigmentosa 7, digenic	Autosomal recessive; Autosomal dominant	608133	11	ROM1,ROSP1,RP7	180721	digenic RP with RDS
Multiple joint dislocations, short stature, craniofacial dysmorphism, and congenital heart defects	Autosomal recessive	245600	11	B3GAT3,GLCATI	606374	pseudogene on chr.3
NA	NA	NA	11	GANAB	104160	NA
NA	NA	NA	11	INTS5,INT5,KIAA1698	611349	NA
?Mitochondrial complex III deficiency, nuclear type 9	Autosomal recessive	616111	11	UQCC3,C11orf83,MC3DN9	616097	mutation identified in 1 MC3DN9 patient
NA	NA	NA	11	UBXN1,SAKS1	616378	NA
Neuropathy, distal hereditary motor, type VA	Autosomal dominant	600794	11	BSCL2,SPG17,HMN5,PELD	606158	NA
Lipodystrophy, congenital generalized, type 2	Autosomal recessive	269700	11	BSCL2,SPG17,HMN5,PELD	606158	NA
Encephalopathy, progressive, with or without lipodystrophy	Autosomal recessive	615924	11	BSCL2,SPG17,HMN5,PELD	606158	NA
Silver spastic paraplegia syndrome	Autosomal dominant	270685	11	BSCL2,SPG17,HMN5,PELD	606158	NA
NA	NA	NA	11	POLR2G	602013	NA
NA	NA	NA	11	NXF1,TAP,MEX67	602647	NA
NA	NA	NA	11	STX5,STX5A	603189	NA
NA	NA	NA	11	UHG,U22HG	603222	NA
NA	NA	NA	11	RNU22	603223	NA
NA	NA	NA	11	RNU31	603230	NA
NA	NA	NA	11	RNU30	603229	NA
NA	NA	NA	11	RNU29	603228	NA
NA	NA	NA	11	RNU28	603227	NA
NA	NA	NA	11	RNU27	603226	NA
NA	NA	NA	11	RNU26	603225	NA
NA	NA	NA	11	RNU25	603224	NA
NA	NA	NA	11	SLC3A2,MDU1,NACAE	158070	prob. 11q13
NA	NA	NA	11	CHRM1	118510	NA
NA	NA	NA	11	SLC22A6,OAT1,PAHT	607582	NA
NA	NA	NA	11	SLC22A8,OAT3	607581	NA
NA	NA	NA	11	SLC22A24	611698	NA
NA	NA	NA	11	UST6	610792	NA
NA	NA	NA	11	SLC22A10,OAT5	607580	NA
NA	NA	NA	11	SLC22A9,OAT4,UST3	607579	NA
NA	NA	NA	11	LGALS12	606096	NA
NA	NA	NA	11	RARRES3,TIG3	605092	NA
NA	NA	NA	11	HRASLS2	613866	NA
NA	NA	NA	11	PLA2G16,HRASLS3,HRSL3,HREV107	613867	NA
NA	NA	NA	11	ESA4	133220	NA
Prostate cancer, hereditary, 14	None	611958	11	HPC14	611958	associated with rs7931342
Diabetes mellitus, insulin-dependent, 4	None	600319	11	IDDM4	600319	NA
Otodental dysplasia chromsome deletion syndrome	Autosomal dominant	166750	11	OTDD,DEL11q13,C11DELq13	166750	between rs9666584 and rs41408348
NA	NA	NA	11	PGA3	169710	NA
NA	NA	NA	11	SEA	165110	NA
Spinal muscular atrophy, chronic distal, autosomal recessive	Autosomal recessive	607088	11	SMAR	607088	no mutations found in IGHMBP2
Spastic paraplegia, optic atrophy, and neuropathy	Autosomal recessive	609541	11	SPOAN	609541	between D11S1908 and D11S1889
Cervical carcinoma	None	191181	11	ST3	191181	NA
Neuropathy, hereditary sensory, type IF	Autosomal dominant	615632	11	ATL3,HSN1F	609369	NA
NA	NA	NA	11	RTN3,NSPL2	604249	pseudogene on chr.4
NA	NA	NA	11	C11orf95	615699	NA
NA	NA	NA	11	MARK2,EMK1	600526	NA
NA	NA	NA	11	RCOR2	616019	NA
NA	NA	NA	11	COX8	123870	NA
NA	NA	NA	11	OTUB1,OTU1,OTB1	608337	NA
NA	NA	NA	11	MACROD1,LRP16	610400	NA
NA	NA	NA	11	FLRT1	604806	NA
NA	NA	NA	11	STIP1,HOP	605063	NA
Leukocyte adhesion deficiency, type III	Autosomal recessive	612840	11	KIND3,URP2,MIG2B,FERMT3	607901	NA
NA	NA	NA	11	TRPT1	610470	NA
NA	NA	NA	11	DANJC4,HSPF2	604189	NA
NA	NA	NA	11	VEGFB,VRF	601398	NA
NA	NA	NA	11	FKBP2	186946	NA
NA	NA	NA	11	PPP1R14B,PLCB3N,PNG	601140	NA
NA	NA	NA	11	PLCB3	600230	within 900kb of MEN1
NA	NA	NA	11	BAD,BCL2L8	603167	NA
NA	NA	NA	11	KCNK4,TRAAK	605720	NA
NA	NA	NA	11	ESRRA,ESRL1	601998	NA
NA	NA	NA	11	PRDX5,AOEB166	606583	NA
NA	NA	NA	11	CCDC88B,GIPIE	611205	NA
NA	NA	NA	11	RPS6KA4,RSKB,MSK2	603606	NA
NA	NA	NA	11	SLC22A11,OAT4	607097	NA
Hypouricemia, renal	Autosomal recessive	220150	11	SLC22A12,OAT4L,URAT1	607096	NA
NA	NA	NA	11	NRXN2	600566	NA
?Bleeding disorder, platelet-type, 18	Autosomal recessive	615888	11	RASGRP2,CDC25L	605577	mutation identified in 1 BDPLT18 family
McArdle disease	Autosomal recessive	232600	11	PYGM	608455	NA
NA	NA	NA	11	SF1,ZNF162,D11S636,ZFM1	601516	NA
NA	NA	NA	11	MAP4K2,RAB8IP,GCK	603166	NA
Lipoma, somatic	None	NA	11	MEN1	613733	linked distal to PYGM
Carcinoid tumor of lung	None	NA	11	MEN1	613733	linked distal to PYGM
Angiofibroma, somatic	None	NA	11	MEN1	613733	linked distal to PYGM
Adrenal adenoma, somatic	None	NA	11	MEN1	613733	linked distal to PYGM
Parathyroid adenoma, somatic	None	NA	11	MEN1	613733	linked distal to PYGM
Multiple endocrine neoplasia 1	Autosomal dominant	131100	11	MEN1	613733	linked distal to PYGM
NA	NA	NA	11	CDC42BPG,MRCKG	613991	NA
NA	NA	NA	11	EHD1	605888	NA
NA	NA	NA	11	MIR192,MIRN192	610939	NA
NA	NA	NA	11	MIR194-2,MIRN194-2	610941	NA
NA	NA	NA	11	ATG2A,KIAA0404	616225	NA
NA	NA	NA	11	PPP2R5B	601644	NA
NA	NA	NA	11	BATF2,SARI	614983	NA
NA	NA	NA	11	ARL2	601175	NA
NA	NA	NA	11	SNX15	605964	NA
NA	NA	NA	11	NAALADL1,I100	602640	NA
NA	NA	NA	11	CDCA5,SORORIN	609374	NA
NA	NA	NA	11	VPS51,ANG2	615738	NA
NA	NA	NA	11	TM7SF2,ANG1	603414	NA
NA	NA	NA	11	ZNHIT2,C11orf5,FON	604575	NA
NA	NA	NA	11	FAU	134690	NA
NA	NA	NA	11	MRPL49,NOF1	606866	NA
NA	NA	NA	11	SYVN1,HRD1,KIAA1810	608046	NA
NA	NA	NA	11	SPDYC,RINGOC	614030	NA
NA	NA	NA	11	CAPN1	114220	NA
NA	NA	NA	11	SLC22A20,OAT6	611696	NA
NA	NA	NA	11	CDC42EP2,CEP2,BORG1	606132	NA
NA	NA	NA	11	DPF2,REQ,UBID4	601671	NA
NA	NA	NA	11	SLC25A45	610825	NA
NA	NA	NA	11	NCRNA00084,NEAT1,TNCRNA	612769	NA
NA	NA	NA	11	MALAT1,PRO1073	607924	fused with TFEB in renal tumors
Spinocerebellar ataxia, autosomal recessive 21	Autosomal recessive	616719	11	SCYL1,NTKL,SCAR21	607982	NA
Dental anomalies and short stature	Autosomal recessive	601216	11	LTBP3,LTBP2,DASS	602090	NA
NA	NA	NA	11	FAM89B,MTVR,LRAP25	616128	NA
NA	NA	NA	11	KCNK7	603940	NA
NA	NA	NA	11	MAP3K11,MLK3,PTK1,SPRK	600050	NA
NA	NA	NA	11	SIPA1,SPA1	602180	NA
NA	NA	NA	11	RELA,NFKB3	164014	NA
NA	NA	NA	11	KAT5,HTATIP,TIP60,ESA1,PLIP	601409	NA
Aicardi-Goutieres syndrome 3	Autosomal recessive	610329	11	RNASEH2C,AYP1,FLJ20974,AGS3	610330	NA
NA	NA	NA	11	AP5B1,DKFZp761E198	614367	NA
NA	NA	NA	11	OVOL1	602313	NA
NA	NA	NA	11	CFL1	601442	NA
NA	NA	NA	11	MUS81	606591	NA
Cutis laxa, autosomal recessive, type IB	Autosomal recessive	614437	11	EFEMP2,FBLN4,UPH1,ARCL1B	604633	NA
NA	NA	NA	11	CTSW	602364	NA
NA	NA	NA	11	FIBP	608296	NA
NA	NA	NA	11	DIPA	605360	NA
NA	NA	NA	11	FOSL1	136515	NA
NA	NA	NA	11	DRAP1	602289	NA
NA	NA	NA	11	SART1,HOMS1	605941	NA
Nestor-Guillermo progeria syndrome	Autosomal recessive	614008	11	BANF1,BAF,NGPS	603811	NA
NA	NA	NA	11	CST6	601891	NA
Spermatogenic failure 7	Autosomal recessive	612997	11	CATSPER1,CATSPER,SPGF7	606389	NA
NA	NA	NA	11	GAL3ST3,GAL3ST2	608234	NA
NA	NA	NA	11	SF3B2,SF3B145,SAP145	605591	NA
Mental retardation, autosomal dominant 17	None	615009	11	PACS1,MRD17	607492	NA
NA	NA	NA	11	KLC2	611729	NA
NA	NA	NA	11	RAB1B	612565	NA
NA	NA	NA	11	CNIH2,CNIL	611288	NA
NA	NA	NA	11	YIF1A,YIF1	611484	NA
NA	NA	NA	11	CD248,TEM1	606064	NA
NA	NA	NA	11	BRMS1	606259	NA
Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13	Autosomal recessive	615287	11	B3GNT1,IGNT,IGAT,MDDGA13	605517	NA
NA	NA	NA	11	SLC29A2,HNP36,DER12	602110	NA
NA	NA	NA	11	NPAS4,NXF	608554	NA
NA	NA	NA	11	MRPL11	611826	NA
NA	NA	NA	11	PELI3	609827	NA
NA	NA	NA	11	DPP3	606818	NA
Bardet-Biedl syndrome 1	Autosomal recessive; Digenic recessive	209900	11	BBS1	209901	NA
Sprinting performance	None	NA	11	ACTN3	102574	NA
Alpha-actinin-3 deficiency	None	NA	11	ACTN3	102574	NA
Ceroid lipofuscinosis, neuronal, 13, Kufs type	Autosomal recessive	615362	11	CTSF,CLN13	603539	NA
NA	NA	NA	11	CCS	603864	NA
NA	NA	NA	11	RBM14,PSP2,COAA,SIP	612409	NA
NA	NA	NA	11	RBM4.LARK	602571	NA
Spinocerebellar ataxia, autosomal recessive 14	Autosomal recessive	615386	11	SPTBN2,SCA5,SCAR14	604985	NA
Spinocerebellar ataxia 5	Autosomal dominant	600224	11	SPTBN2,SCA5,SCAR14	604985	NA
NA	NA	NA	11	C11orf80	616109	NA
NA	NA	NA	11	RCE1	605385	NA
Pyruvate carboxylase deficiency	Autosomal recessive	266150	11	PC	608786	NA
NA	NA	NA	11	LRFN4,SALM3	612810	NA
NA	NA	NA	11	SYT12,SRG1	606436	NA
NA	NA	NA	11	RHOD,ARHD,RHOHP1	605781	NA
NA	NA	NA	11	FBXL11,FBL11	605657	NA
NA	NA	NA	11	ADRBK1	109635	NA
NA	NA	NA	11	ANKRD13D	615126	NA
NA	NA	NA	11	SSH3	606780	NA
NA	NA	NA	11	POLD4,POLDS,P12	611525	NA
Cold-induced sweating syndrome 2	Autosomal recessive	610313	11	CLCF1,BSF3,CLC,CISS2	607672	NA
NA	NA	NA	11	RAD9A,RAD9	603761	NA
NA	NA	NA	11	PPP1CA,PPP1A	176875	NA
NA	NA	NA	11	TBC1D10C,CARABIN	610831	NA
NA	NA	NA	11	CARNS1,ATPGD1,KIAA1394	613368	NA
NA	NA	NA	11	PTPRCAP,LPAP	601577	NA
NA	NA	NA	11	CORO1B	609849	NA
Cone-rod synaptic disorder, congenital nonprogressive	Autosomal recessive	610427	11	CABP4,CRSD,CSNB2B	608965	NA
Pituitary adenoma, growth hormone-secreting	Autosomal dominant; Somatic mutation	102200	11	AIP,XAP2,ARA9	605555	NA
Pituitary adenoma, ACTH-secreting	Autosomal recessive	219090	11	AIP,XAP2,ARA9	605555	NA
Pituitary adenoma, prolactin-secreting	None	600634	11	AIP,XAP2,ARA9	605555	NA
Deafness, autosomal recessive 93	Autosomal recessive	614899	11	CABP2,DFNB93	607314	NA
NA	NA	NA	11	GSTP1,GST3	134660	formerly called GST1
Mitochondrial complex I deficiency	Autosomal recessive; Mitochondrial; X-linked dominant	252010	11	NDUFV1,UQOR1	161015	NA
NA	NA	NA	11	TBX10	604648	NA
NA	NA	NA	11	ACY3,HCBP1	614413	NA
NA	NA	NA	11	ALDH3B2,ALDH8	601917	NA
Herpes simplex encephalitis, susceptibility to, 1	None	610551	11	UNC93B1,IIAE1	608204	NA
NA	NA	NA	11	ALDH3B1,ALDH7	600466	NA
Leigh syndrome due to mitochondrial complex I deficiency	Autosomal recessive; Mitochondrial	256000	11	NDUFS8	602141	previously assigned to 3q28
Osteopetrosis, autosomal recessive 1	Autosomal recessive	259700	11	TCIRG1,TIRC7,OC116,OPTB1	604592	NA
NA	NA	NA	11	CHKA,CHK	118491	NA
NA	NA	NA	11	SUV420H1,CGI85	610881	NA
NA	NA	NA	11	C11orf24	610880	NA
Bone mineral density variability 1	Autosomal dominant	601884	11	LRP5,BMND1,LRP7,LR3,OPPG,VBCH2,OPTA1,EVR4	603506	NA
Exudative vitreoretinopathy 4	Autosomal recessive; Autosomal dominant	601813	11	LRP5,BMND1,LRP7,LR3,OPPG,VBCH2,OPTA1,EVR4	603506	NA
van Buchem disease, type 2	Autosomal dominant	607636	11	LRP5,BMND1,LRP7,LR3,OPPG,VBCH2,OPTA1,EVR4	603506	NA
Osteosclerosis	Autosomal dominant	144750	11	LRP5,BMND1,LRP7,LR3,OPPG,VBCH2,OPTA1,EVR4	603506	NA
Osteoporosis-pseudoglioma syndrome	Autosomal recessive	259770	11	LRP5,BMND1,LRP7,LR3,OPPG,VBCH2,OPTA1,EVR4	603506	NA
Osteopetrosis, autosomal dominant 1	Autosomal dominant	607634	11	LRP5,BMND1,LRP7,LR3,OPPG,VBCH2,OPTA1,EVR4	603506	NA
Osteoporosis	Autosomal dominant	166710	11	LRP5,BMND1,LRP7,LR3,OPPG,VBCH2,OPTA1,EVR4	603506	NA
Hyperostosis, endosteal	Autosomal dominant	144750	11	LRP5,BMND1,LRP7,LR3,OPPG,VBCH2,OPTA1,EVR4	603506	NA
NA	NA	NA	11	SAPS3,PP6R3,C11orf23,KIAA1558	610879	NA
?Epilepsy, familial temporal lobe, 8	Autosomal dominant	616461	11	GAL,GALN,GLNN,ETL8	137035	mutation identified in 1 ETL8 family
NA	NA	NA	11	ZNF126	194633	NA
NA	NA	NA	11	MTL5,TESMIN	604374	NA
CPT deficiency, hepatic, type IA	Autosomal recessive	255120	11	CPT1A	600528	NA
NA	NA	NA	11	MRPL21	611834	NA
Neuronopathy, distal hereditary motor, type VI	Autosomal recessive	604320	11	IGHMBP2,SMUBP2,CATF1,SMARD1,HMN6,CMT2S	600502	NA
Charcot-Marie-Tooth disease, axonal, type 2S	Autosomal recessive	616155	11	IGHMBP2,SMUBP2,CATF1,SMARD1,HMN6,CMT2S	600502	NA
NA	NA	NA	11	MRGPRD,MRGD	607231	NA
NA	NA	NA	11	MRGPRF,MRGF,RTA	607233	NA
Skin/hair/eye pigmentation 10, blond/brown hair	None	612267	11	TPCN2,TPC2,SHEP10	612163	NA
NA	NA	NA	11	MYEOV	605625	NA
von Hippel-Lindau syndrome, modifier of	Autosomal dominant	193300	11	CCND1,PRAD1,BCL1	168461	pseudogene on 11q13
Multiple myeloma, susceptibility to	Somatic mutation	254500	11	CCND1,PRAD1,BCL1	168461	pseudogene on 11q13
Colorectal cancer, susceptibility to	Autosomal dominant	114500	11	CCND1,PRAD1,BCL1	168461	pseudogene on 11q13
NA	NA	NA	11	ORAOV1,TAOS1	607224	NA
NA	NA	NA	11	FGF19	603891	NA
NA	NA	NA	11	FGF4,HSTF1	164980	coamplified with FGF3 in melanoma
Deafness, congenital with inner ear agenesis, microtia, and microdontia	Autosomal recessive	610706	11	FGF3,INT2	164950	35kb 5' to HST1
NA	NA	NA	11	ANO1,TMEM16A,FLJ10261	610108	NA
Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovasuclar malformations	Autosomal recessive	613759	11	FADD	602457	NA
NA	NA	NA	11	PPFIA1,LIP1	611054	NA
NA	NA	NA	11	CTTN,EMS1	164765	amplified in breast cancer and squamous cell cancer
Autism susceptibility 17	None	613436	11	SHANK2,CORTBP1,AUTS17	603290	NA
Smith-Lemli-Opitz syndrome	Autosomal recessive	270400	11	DHCR7,SLOS	602858	NA
NA	NA	NA	11	NADSYN1	608285	NA
NA	NA	NA	11	KRTAP5-9,KRN1	148021	NA
NA	NA	NA	11	FAM86C1	616124	NA
NA	NA	NA	11	IL18BP	604113	NA
Leukemia, acute promyelocytic, somatic	None	612376	11	NUMA1	164009	fused with RARA in APL
Deafness, autosomal recessive 63	None	611451	11	LRTOMT,LRTOMT1,LRTOMT2,DFNB63	612414	NA
NA	NA	NA	11	LAMTOR1,C11orf59,PDRO	613510	NA
NA	NA	NA	11	ANAPC15,APC15	614717	NA
Neurodegeneration due to cerebral folate transport deficiency	Autosomal recessive	613068	11	FOLR1	136430	telomeric of FGF3
NA	NA	NA	11	FOLR2	136425	23kb from FOLR1
Opsismodysplasia	Autosomal recessive	258480	11	INPPL1,OPSMD	600829	NA
Fibrosis of extraocular muscles, congenital, 2	Autosomal recessive	602078	11	PHOX2A,ARIX,CFEOM2	602753	NA
3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia	Autosomal recessive	616271	11	CLPB,SKD3,MEGCANN,MGCA7	616254	NA
NA	NA	NA	11	PDE2A	602658	NA
NA	NA	NA	11	MIR139,MIR139-3p	615017	NA
NA	NA	NA	11	CENTD2,ARAP1,KIAA0782	606646	NA
NA	NA	NA	11	P2RY2,P2Y2,P2U	600041	NA
NA	NA	NA	11	P2RY6,P2Y6	602451	NA
NA	NA	NA	11	RELT,TNFRSF19L	611211	NA
NA	NA	NA	11	RAM168A,TCRP1,KIAA0280	616316	NA
NA	NA	NA	11	PLEKHB1,PHR1,KPL1	607651	NA
NA	NA	NA	11	RAB6A,RAB6	179513	previously assigned to 2q14-q21
NA	NA	NA	11	MRPL48	611853	pseudogene on 6
NA	NA	NA	11	CHCHD8,E2IG2	608016	NA
NA	NA	NA	11	DNAJB13,TSARG6	610263	NA
Obesity, susceptibility to, BMIQ4	None	607447	11	UCP2,BMIQ4	601693	NA
Obesity, severe, and type II diabetes	Multifactorial; Autosomal recessive; Autosomal dominant	601665	11	UCP3	602044	NA
?Orofaciodigital syndrome XIV	Autosomal recessive	615948	11	C2CD3,OFD14	615944	mutation identified in 1 OFD14 patient and 1 OFD14 fetus
NA	NA	NA	11	PPME1	611117	NA
NA	NA	NA	11	P4HA3	608987	NA
NA	NA	NA	11	PGM2L1	611610	NA
Brugada syndrome 6	None	613119	11	KCNE3,HOKPP,HYPP	604433	NA
NA	NA	NA	11	CHRDL2,CHL2,BNF1	613127	NA
NA	NA	NA	11	XRRA1	609788	NA
NA	NA	NA	11	NEU3,SIAL3	604617	NA
NA	NA	NA	11	SLC21A9,OATPB	604988	NA
NA	NA	NA	11	ARRB1	107940	NA
NA	NA	NA	11	MIR326,MIRN326	613755	NA
NA	NA	NA	11	RPS3	600454	NA
NA	NA	NA	11	RNU15A	600455	processed from intron of RPS3
NA	NA	NA	11	GDPD5,GDE2,PP1665	609632	NA
Dermatitis, atopic, susceptibility to, 7	None	613064	11	ATOD7	613064	associated with rs7927894
?Osteogenesis imperfecta, type X	Autosomal recessive	613848	11	SERPINH1,SERPINH2,PPROM,CBP2,CBP1,OI10	600943	mutation identified in 1 OI10 patient
Preterm premature rupture of the membranes, susceptibility to	None	610504	11	SERPINH1,SERPINH2,PPROM,CBP2,CBP1,OI10	600943	mutation identified in 1 OI10 patient
NA	NA	NA	11	MOGAT2,MGAT2	610270	NA
NA	NA	NA	11	DGAT2	606983	NA
NA	NA	NA	11	UVRAG	602493	NA
NA	NA	NA	11	WNT11	603699	NA
NA	NA	NA	11	PRKRIR	607374	NA
NA	NA	NA	11	EMSY,C11orf30	608574	100kb from GARP
NA	NA	NA	11	LRRC32,GARP,D11S833E	137207	NA
NA	NA	NA	11	TSKU,E2IG4,TSK	608015	NA
NA	NA	NA	11	B3GNT6	615315	NA
Vitreoretinopathy, neovascular inflammatory	Autosomal dominant	193235	11	CAPN5,HTRA3,VRNI	602537	NA
NA	NA	NA	11	OMP	164340	NA
Deafness, autosomal recessive 2	Autosomal recessive	600060	11	MYO7A,USH1B,DFNB2,DFNA11	276903	NA
Deafness, autosomal dominant 11	Autosomal dominant	601317	11	MYO7A,USH1B,DFNB2,DFNA11	276903	NA
Usher syndrome, type 1B	Autosomal recessive	276900	11	MYO7A,USH1B,DFNB2,DFNA11	276903	NA
NA	NA	NA	11	PAK1	602590	NA
NA	NA	NA	11	GCRG224	610888	NA
Pyloric stenosis, infantile hypertrophic, 3	None	612017	11	IHPS3	612017	max lod at rs541821
?Schizophrenia	Autosomal dominant	181500	11	SCZD2	603342	NA
Systemic lupus erythematosus with hemolytic anemia	None	607279	11	SLEH1	607279	NA
NA	NA	NA	11	AQP11,AQPX1	609914	NA
NA	NA	NA	11	CLNS1A,CLNS1B	602158	CLNS1B on 6p12.1-q13 = pseudogene?
NA	NA	NA	11	HBXAP,RSF1	608522	NA
NA	NA	NA	11	INTS4,INT4	611348	NA
NA	NA	NA	11	THRSP	601926	NA
NA	NA	NA	11	NDUFC2	603845	NA
Congenital disorder of glycosylation, type Ih	None	608104	11	ALG8,CDG1H	608103	NA
NA	NA	NA	11	GAB2	606203	NA
Combined oxidative phosphorylation deficiency 24	Autosomal recessive	616239	11	NARS2,COXPD24	612803	NA
Tremor, hereditary essential, 5	None	616736	11	TENM4,ODZ4,TNM4,DOC4,KIAA1302,ETM5	610084	NA
NA	NA	NA	11	PRCP,PCP	176785	NA
NA	NA	NA	11	RAB30	605693	NA
NA	NA	NA	11	PCF11,KIAA0824	608876	NA
NA	NA	NA	11	DLG2	603583	NA
NA	NA	NA	11	TMEM126B	615533	NA
Optic atrophy 7	Autosomal recessive	612989	11	TMEM126A,OPA7	612988	NA
NA	NA	NA	11	SYTL2,SLP2,SLP2A,EXO4,KIAA1597	612880	NA
Leukemia, acute myeloid, somatic	None	601626	11	PICALM,CALM,CLTH,LAP	603025	fuses with AF10 in t(10;11)
NA	NA	NA	11	EED,WAIT1	605984	NA
NA	NA	NA	11	C11orf73,HIKESHI	614908	NA
NA	NA	NA	11	ME3	604626	NA
Retinopathy of prematurity	Autosomal dominant	133780	11	FZD4,EVR1	604579	NA
Exudative vitreoretinopathy 1	Autosomal dominant	133780	11	FZD4,EVR1	604579	NA
NA	NA	NA	11	TMEM135,PMP52	616360	NA
NA	NA	NA	11	RAB38	606281	NA
Papillon-Lefevre syndrome	Autosomal recessive	245000	11	CTSC,CPPI,PALS,PLS,HMS,PDON1,JPD	602365	NA
Haim-Munk syndrome	Autosomal recessive	245010	11	CTSC,CPPI,PALS,PLS,HMS,PDON1,JPD	602365	NA
Periodontitis 1, juvenile	Autosomal recessive	170650	11	CTSC,CPPI,PALS,PLS,HMS,PDON1,JPD	602365	NA
NA	NA	NA	11	GRM5,MGLUR5	604102	NA
Skin/hair/eye pigmentation 3, blue/green eyes	None	601800	11	TYR,SHEP3,CMM8,OCA1A,ATN	606933	NA
Waardenburg syndrome/albinism, digenic	Autosomal dominant	103470	11	TYR,SHEP3,CMM8,OCA1A,ATN	606933	NA
Albinism, oculocutaneous, type IB	None	606952	11	TYR,SHEP3,CMM8,OCA1A,ATN	606933	NA
